t_ns,t_s,utm_easting,utm_northing,altitude,hdop,latitude,longitude,zone,letter
1770476635445490215,87.959594459,330449.92116066185,4687198.841853889,41.1,0.75,42.31858,-71.05752333333334,19,T
1770476636447780198,88.961884442,330449.92563700466,4687199.026923648,41.1,0.75,42.31858166666667,-71.05752333333334,19,T
1770476637445529897,89.95963414100001,330449.7882898337,4687199.030245711,41.1,0.75,42.31858166666667,-71.057525,19,T
1770476638445354962,90.959459206,330449.7882898337,4687199.030245711,41.1,0.75,42.31858166666667,-71.057525,19,T
1770476639445436383,91.95954062700001,330449.7882898337,4687199.030245711,41.2,0.75,42.31858166666667,-71.057525,19,T
1770476640447335166,92.96143941000001,330449.7927661803,4687199.2153154705,41.2,0.75,42.318583333333336,-71.057525,19,T
1770476641445613666,93.95971791000001,330449.797242527,4687199.400385231,41.3,0.75,42.318585,-71.057525,19,T
1770476642453526152,94.967630396,330449.8017188739,4687199.58545499,41.4,0.75,42.31858666666667,-71.057525,19,T
1770476643451358356,95.96546260000001,330449.8017188739,4687199.58545499,41.4,0.75,42.31858666666667,-71.057525,19,T
1770476644450588225,96.964692469,330449.93906603404,4687199.582132927,41.4,0.75,42.31858666666667,-71.05752333333334,19,T
1770476645451031636,97.96513588,330449.94354237744,4687199.767202687,41.4,0.75,42.31858833333333,-71.05752333333334,19,T
1770476646452262901,98.966367145,330449.8061952209,4687199.7705247495,41.5,0.75,42.31858833333333,-71.057525,19,T
1770476647450947898,99.965052142,330449.81067156815,4687199.95559451,41.5,0.75,42.31859,-71.057525,19,T
1770476648450947112,100.965051356,330449.6778007662,4687200.143986335,41.6,0.75,42.31859166666667,-71.05752666666666,19,T
1770476649442785249,101.956889493,330449.6822771173,4687200.329056094,41.6,0.75,42.31859333333333,-71.05752666666666,19,T
1770476650442883327,102.95698757100001,330449.6822771173,4687200.329056094,41.7,0.75,42.31859333333333,-71.05752666666666,19,T
1770476651442663317,103.956767561,330449.6822771173,4687200.329056094,41.7,0.78,42.31859333333333,-71.05752666666666,19,T
1770476652446064362,104.96016860600001,330449.5449299696,4687200.332378162,41.8,0.87,42.31859333333333,-71.05752833333334,19,T
1770476653445468006,105.95957225000001,330449.5449299696,4687200.332378162,41.8,0.87,42.31859333333333,-71.05752833333334,19,T
1770476654450359176,106.96446342,330449.5494063245,4687200.517447924,41.8,0.78,42.318595,-71.05752833333334,19,T
1770476655450447226,107.96455147,330449.5494063245,4687200.517447924,41.8,0.78,42.318595,-71.05752833333334,19,T
1770476656444701235,108.958805479,330449.4120591825,4687200.520769995,41.9,0.78,42.318595,-71.05753,19,T
1770476657444628369,109.95873261300001,330449.41653554107,4687200.705839755,41.9,0.78,42.318596666666664,-71.05753,19,T
1770476658448051310,110.962155554,330449.41653554107,4687200.705839755,41.9,0.78,42.318596666666664,-71.05753,19,T
1770476659442571702,111.956675946,330449.42101189983,4687200.890909515,41.9,0.78,42.318598333333334,-71.05753,19,T
1770476660447577241,112.96168148500001,330449.42101189983,4687200.890909515,42.0,0.78,42.318598333333334,-71.05753,19,T
1770476661442525649,113.95662989300001,330449.42101189983,4687200.890909515,42.0,0.75,42.318598333333334,-71.05753,19,T
1770476662445549013,114.95965325700001,330449.4254882588,4687201.075979276,42.0,0.75,42.3186,-71.05753,19,T
1770476663448501015,115.96260525900001,330449.4254882588,4687201.075979276,42.0,0.75,42.3186,-71.05753,19,T
1770476664452528317,116.96663256100001,330449.4254882588,4687201.075979276,42.0,0.75,42.3186,-71.05753,19,T
1770476665450742338,117.964846582,330449.4254882588,4687201.075979276,42.0,0.75,42.3186,-71.05753,19,T
1770476666453584679,118.96768892300001,330449.4299646178,4687201.261049036,42.0,0.75,42.318601666666666,-71.05753,19,T
1770476667451073472,119.96517771600001,330449.4299646178,4687201.261049036,42.0,0.75,42.318601666666666,-71.05753,19,T
1770476668448525652,120.96262989600001,330449.4299646178,4687201.261049036,42.0,0.75,42.318601666666666,-71.05753,19,T
1770476669450928640,121.96503288400001,330449.43444097706,4687201.446118796,42.0,0.75,42.318603333333336,-71.05753,19,T
1770476670447648151,122.961752395,330449.43444097706,4687201.446118796,42.0,0.75,42.318603333333336,-71.05753,19,T
1770476671445479505,123.959583749,330449.4389173364,4687201.631188556,42.1,0.75,42.318605,-71.05753,19,T
1770476672449046082,124.963150326,330449.4389173364,4687201.631188556,42.1,0.75,42.318605,-71.05753,19,T
1770476673451108177,125.965212421,330449.443393696,4687201.816258317,42.1,0.75,42.31860666666667,-71.05753,19,T
1770476674450813452,126.96491769600001,330449.443393696,4687201.816258317,42.1,0.75,42.31860666666667,-71.05753,19,T
1770476675451167636,127.96527188,330449.44787005556,4687202.001328077,42.1,0.75,42.31860833333333,-71.05753,19,T
1770476676449336866,128.96344111000002,330449.44787005556,4687202.001328077,42.1,0.75,42.31860833333333,-71.05753,19,T
1770476677442457680,129.956561924,330449.44787005556,4687202.001328077,42.1,0.75,42.31860833333333,-71.05753,19,T
1770476678445327150,130.959431394,330449.44787005556,4687202.001328077,42.1,0.75,42.31860833333333,-71.05753,19,T
1770476823386074977,275.90017922100003,330448.5132985716,4687203.135001212,41.1,0.83,42.31861833333333,-71.05754166666667,19,T
1770476824306379512,276.82048375600004,330448.5132985716,4687203.135001212,41.0,0.83,42.31861833333333,-71.05754166666667,19,T
1770476825305548178,277.819652422,330448.5132985716,4687203.135001212,41.0,0.83,42.31861833333333,-71.05754166666667,19,T
1770476826301827976,278.81593222000004,330448.5132985716,4687203.135001212,41.0,0.83,42.31861833333333,-71.05754166666667,19,T
1770476827300984446,279.81508869000004,330448.5132985716,4687203.135001212,41.0,0.83,42.31861833333333,-71.05754166666667,19,T
1770476828304751338,280.818855582,330448.51777495764,4687203.320070974,41.0,0.83,42.31862,-71.05754166666667,19,T
1770476829300967692,281.81507193600004,330448.51777495764,4687203.320070974,41.0,0.83,42.31862,-71.05754166666667,19,T
1770476830300922233,282.815026477,330448.51777495764,4687203.320070974,41.0,0.83,42.31862,-71.05754166666667,19,T
1770476831300385667,283.814489911,330448.51777495764,4687203.320070974,41.0,0.83,42.31862,-71.05754166666667,19,T
1770476832302002122,284.81610636600004,330448.51777495764,4687203.320070974,41.0,0.83,42.31862,-71.05754166666667,19,T
