t_ns,t_s,utm_easting,utm_northing,altitude,hdop,latitude,longitude,zone,letter
1770478070877220898,200.84713993600002,331232.0356225746,4687770.312618476,19.1,0.8,42.32389333333333,-71.048205,19,T
1770478071877265128,201.847184166,331232.0356225746,4687770.312618476,19.2,0.8,42.32389333333333,-71.048205,19,T
1770478072877375207,202.847294245,331232.0356225746,4687770.312618476,19.3,0.8,42.32389333333333,-71.048205,19,T
1770478073880449091,203.850368129,331232.0356225746,4687770.312618476,19.4,0.8,42.32389333333333,-71.048205,19,T
1770478074877585479,204.847504517,331232.0356225746,4687770.312618476,19.5,0.8,42.32389333333333,-71.048205,19,T
1770478075879750041,205.84966907900002,331232.0356225746,4687770.312618476,19.6,0.8,42.32389333333333,-71.048205,19,T
1770478076876896194,206.846815232,331232.0356225746,4687770.312618476,19.7,0.8,42.32389333333333,-71.048205,19,T
1770478077877122999,207.84704203700002,331232.31029363105,4687770.306004363,19.7,0.8,42.32389333333333,-71.04820166666667,19,T
1770478078877403018,208.84732205600002,331232.44762916025,4687770.302697311,19.8,0.8,42.32389333333333,-71.0482,19,T
1770478079881414190,209.85133322800002,331232.44762916025,4687770.302697311,19.9,0.8,42.32389333333333,-71.0482,19,T
1770478080877308801,210.84722783900003,331232.44762916025,4687770.302697311,20.0,0.8,42.32389333333333,-71.0482,19,T
1770478081880268837,211.85018787500002,331232.58050819254,4687770.114320455,20.1,0.8,42.32389166666667,-71.04819833333333,19,T
1770478082877244917,212.847163955,331232.58050819254,4687770.114320455,20.1,0.8,42.32389166666667,-71.04819833333333,19,T
1770478083882557661,213.85247669900002,331232.71784372535,4687770.111013408,20.2,0.8,42.32389166666667,-71.04819666666667,19,T
1770478084882177184,214.852096222,331232.71784372535,4687770.111013408,20.2,0.8,42.32389166666667,-71.04819666666667,19,T
1770478085883258359,215.85317739700002,331232.71784372535,4687770.111013408,20.3,0.8,42.32389166666667,-71.04819666666667,19,T
1770478086882167770,216.85208680800002,331232.71784372535,4687770.111013408,20.3,0.8,42.32389166666667,-71.04819666666667,19,T
1770478087884909250,217.85482828800002,331232.85517925606,4687770.107706364,20.4,0.8,42.32389166666667,-71.048195,19,T
1770478088882239032,218.85215807,331232.8507227707,4687769.922636555,20.5,0.8,42.32389,-71.048195,19,T
1770478089882059369,219.85197840700002,331232.8507227707,4687769.922636555,20.5,0.8,42.32389,-71.048195,19,T
1770478090877591531,220.847510569,331232.8507227707,4687769.922636555,20.6,0.8,42.32389,-71.048195,19,T
1770478091879145048,221.84906408600003,331232.9880583071,4687769.919329513,20.6,0.8,42.32389,-71.04819333333333,19,T
1770478092882174405,222.852093443,331232.9880583071,4687769.919329513,20.7,0.8,42.32389,-71.04819333333333,19,T
1770478093885031175,223.85495021300002,331232.9880583071,4687769.919329513,20.7,0.8,42.32389,-71.04819333333333,19,T
1770478094882485228,224.852404266,331232.9880583071,4687769.919329513,20.7,0.8,42.32389,-71.04819333333333,19,T
1770478095882197679,225.852116717,331232.9880583071,4687769.919329513,20.8,0.8,42.32389,-71.04819333333333,19,T
